title,year,journal,doi,volume,authors,url,language,abstract,category,type,focus,Cfoc_1,Cfoc_2,Cfoc_3,Cmult_foc,Ofoc_1,Ofoc_2,Ofoc_3,Omult_foc,location,sub_location,mult_location,international,life_history_stage,study_duration,experiment_type,nat_product_benefit,keywords,recommendation
Ecological responses of coral reef to polyethylene microplastics in community structure and extracellular polymeric substances,2022,ENVIRONMENTAL POLLUTION,10.1016/j.envpol.2022.119522,307,"Hung, Chang-Mao and Chen, Chiu-Wen and Huang, Chin-Pao and Hsieh, Shu-Ling and Dong, Cheng-Di",https://www.sciencedirect.com/science/article/pii/S0269749122007369?casa_token=6gnOxwGcVlYAAAAA:Y0PeRusewTTTd-8kTqXhR6jwt8_0iYdkLRqL4qgoHxssyqKrKrVW2Vp2I311eyeaDmFbbpEbkU7g,english,"The relationships and interactions between extracellular polymeric substances (EPS) and microplastics (MPs) in coral reef ecosystems were symmetrically investigated. The current study aims to investigate the responses of scleractinian coral (Goniopora columna) to exposure of model MPs, exemplified by polyethylene (PE), in the size range of 40-48 mu m as affected by MPs concentration of MP in the range between 0 and 300 mg L-1 for 14 days. The structure of EPS-associated microbial community was studied using a series of techniques including highthroughput sequencing of 16 S rRNA, transmission electron microscopy (TEM), hydrodynamic diameter, surface charge (via zeta potential), X-ray diffraction (XRD), attenuated total reflectance-Fourier transform infrared (ATR-FTIR) spectroscopy, X-ray photoelectron spectroscopy (XPS), and fluorescence excitation-emission matrix (FEEM) spectroscopy. Microbial interactions between PE-MPs and coral caused aggregation and formation of EPS matrix, which resulted in increase and decrease in the relative abundance of Donghicola (Proteobacteria phylum) and Marivita (Proteobacteria phylum) in PE-MP-associated EPS, respectively. Particle size, electrostatic interactions, and complexation with the functional groups of the EPS-based matrix affected the humification index. FEEM spectroscopy analyses suggested the presence of humic- and fulvic-like fluorophores in EPS and dissolved organic matter (DOM) in PE-MP-derived DOM. The findings provided insights into the potential environmental implications of coral-based EPS and co-existing microbial assemblages due to EPS-PE-MP-microbiome interactions throughout the dynamic PE-MP exposure process.",other_stressor,scleractinian,single,goniopora_columna,NA,NA,NA,NA,NA,NA,NA,south,taiwan_coral_king_farm,NA,N,adult,mid,laboratory,NA,Extracellular polymeric substances; Microplastics; Microbial diversity; Coral reefs; Goniopora co...,NA
"Effects of LED Light Illumination on the Growth, Digestive Enzymes, and Photoacclimation of <i>Goniopora columna</i> in Captivity",2022,ANIMALS,10.3390/ani12030306,12,"Cheng, Chiu-Min and Cheng, Yu-Rong and Lin, Hsuan-Yu and Sun, Wei-Ting and Pan, Chih-Hung and Ding, De-Sing",https://www.mdpi.com/2076-2615/12/3/306,english,"Simple Summary Coral aquaculture is a new industry, which is of great importance to the sustainable development of coral reefs and meeting commercial needs. Light sources are crucial for the growth of corals because zooxanthellae provide them with essential nutrients through photosynthesis. Different corals and zooxanthellae have different photoacclimation characteristics; therefore, selecting a suitable light wavelength remains the critical inhibitor of coral maintenance in marine aquariums. Accordingly, this study investigated the effects of different light wavelengths and feeding of G. columna. The results showed that blue light (440-470 nm) and purple light (400-430 nm) increased the protease and body protein in corals, and the growth and survival rate also increased. In summary, G. columna's efficient cultivation can use 400-470 nm wavelengths as the primary source of illumination. Goniopora columna is a stony coral valued for its reef-building potential and its unique appearance. Thus, identifying the optimal culture conditions for G. columna would enable efficient cultivation and prevent the illegal exploitation of marine resources. Light sources are crucial for the growth of corals because zooxanthellae provide them with basic nutrients through photosynthesis. Different corals and zooxanthellae have different photoacclimation characteristics; therefore, selecting a suitable light wavelength remains the key inhibitor of coral maintenance in marine aquariums. Accordingly, this study investigated the effects of different light wavelengths on G. columna. It was illuminated for 6 or 12 h a day under white light, yellow light, red light (LR), green light (LG), blue light (LB), or purple light (LP) for 8 weeks. During the experiment, R(R; i.e., a formula feed that combines sodium alginate, protein and probiotics) of 5\% (w/v) of G. columna tissue and skeletal dry weight was fed every day. Coral polyps were counted, zooxanthellae density, chlorophyll a concentration, specific growth rates, and survival rates were calculated; polyp stretching and contractile behaviors were observed; and body composition and digestive enzyme activity were analyzed. LB or LP (but not LG or LR) illumination for at least 6 h per day significantly promoted the growth, survival, protein content, and protease activity of the G. columna specimens. Furthermore, coral polyp extension reached 100\% after 30 min of LP and LB light irradiation. Although no significant differences in the zooxanthellae density or chlorophyll a concentration were noted under various light wavelengths, significant reductions were detected in the absence of light. To achieve energy-efficient coral aquaculture with regard to G. columna cultivation, 6 h of LB or LP illumination per day can improve the growth.",restoration,scleractinian,single,goniopora_columna,NA,NA,NA,NA,NA,NA,NA,south,taiwan_coral_king_farm,NA,N,adult,long,laboratory,NA,illumination; digestive enzymes; Goniopora columna; growth; photoacclimation,NA
"The Effect of Feeding on <i>Briareum violacea</i> Growth, Survival and Larval Development under Temperature and Salinity Stress",2022,BIOLOGY-BASEL,10.3390/biology11030410,11,"Ding, De-Sing and Wang, Sheng-Hao and Sun, Wei-Ting and Liu, Huang-Lin and Pan, Chih-Hung",NA,english,"Coral reefs are rich in biodiversity. In recent years, the greenhouse effect and heavy rain have threatened the growth and survival of corals. Previous research mainly discussed the harm caused by changes in temperature and salinity to corals. No research has explored effective methods to prevent coral bleaching and death. This study initially found that feeding can promote corals to survive stress response, prevent bleaching or death caused by temperature or salinity changes and significantly improve the number of eggs laid, larval settlement and juvenile development. At present, this technology has been applied to the large-scale production of Briareum violacea in coral farms to prevent coral deaths caused by changes in temperature and salinity. In addition, this is very important for the sustainable development of coral reefs. In recent years, climate change has often caused fluctuations in seawater salinity and temperature, which threaten the survival and growth of corals. Effectively improving the stress response to temperature and salinity changes in corals to prevent bleaching is one of the important issues. This study initially explored the use of artificial polyunsaturated fatty acids to assess the ability of Briareum violacea to slow bleaching, enhance growth, stabilize larval development and reduce antistress factors (superoxide dismutase and catalase) when they were exposed to temperature and salinity stress. The salinities used in the experiment were 25, 30, 35 and 40 psu, and the temperatures were 20, 25 and 30 degrees C. It was divided into two parts: Experiment 1-Effects of temperature and salinity and feeding on digestive enzymes, reproduction and stress response of B. violacea; Experiment 2-Effects of temperature and salinity and feeding on the settlement and survival of larvae. The results showed that the feeding treatment group reduced the superoxide dismutase, catalase and mortality of corals under stress and significantly improved larval development and larval settlement.",climate_change,octocoral,single,briareum_violacea,NA,NA,NA,NA,NA,NA,NA,south,taiwan_coral_king_farm,NA,N,multiple,long,laboratory,NA,temperature; salinity; artificial polyunsaturated fatty acids; digestive enzymes; settlement; Bri...,climate_change
"Effects of Temperature and Salinity on Growth, Metabolism and Digestive Enzymes Synthesis of <i>Goniopora columna</i>",2022,BIOLOGY-BASEL,10.3390/biology11030436,11,"Ding, De-Sing and Patel, Anil Kumar and Singhania, Reeta Rani and Chen, Chiu-Wen and Dong, Cheng-Di",NA,english,"Simple Summary Coral reefs are important habitats for marine life and have high commercial uses, which can be used in biomedicine, aquariums and tourism promotion. In recent years, climate change has posed a serious threat to coral survival. Therefore, it is very important to explore the effects of temperature and salinity changes on coral physiology. In addition to understanding the threat of climate change to corals, it can also be used as an important environmental indicator for coral large-scale aquaculture. This study aims to investigate the effects of different temperatures and salinity on the body composition, digestive enzymes and metabolism of G. columna, to explore the physiological and metabolic threats caused by climate change to G. columna, and to understand the most suitable temperature and salinity for G. columna growth. Climate change is causing dramatic changes in global ocean temperature and salinity, threatening coral survival. Coral growth and metabolism are greatly affected by the temperature, salinity and feeding time of the environment. In order to explore the threats to coral survival caused by climate change, this study will investigate the changes in body composition, digestive enzymes and metabolism of G. columna at different temperatures and salinities. A maximum G. columna growth rate was observed at 25 degrees C and 30-35 psu salinity. The G. columna could survive in a wide salinity range of 25-40 psu. However, the maximum number and weight of G. columna polyps was determined at 30-35 psu. Furthermore, 30-35 psu salinity at 25 degrees C led to the best G. columna growth and survival, mainly because of their enhanced nutrient absorption rate, polyp expansion rate, metabolic rate and adaptability. Comparing various salinity-temperature treatment groups, all obtained values for growth, behavior and metabolism were significantly higher (p < 0.05) for 30 psu at 25 degrees C than other treatment groups resulting in maximum G. columna yield. In addition, the optimal timing of G. columna feeding was assessed by studying changes in body composition and digestive enzymes within 24 h of feeding. The results showed that G. columna has higher protein and protease activity between 6:00 a.m. to 12:00 noon. Therefore, at 25 degrees C, 30-35 psu and feeding will enhance G. columna growth and survival.",climate_change,scleractinian,single,goniopora_columna,NA,NA,NA,NA,NA,NA,NA,south,taiwan_coral_king_farm,NA,N,adult,long,laboratory,NA,adaptability; metabolic; digestive enzymes; feeding time; body composition,further_research
Evaluation of Clove Extract for Drug Therapy of Ciliate Infection in Coral (<i>Goniopora columna</i>),2022,BIOLOGY-BASEL,10.3390/biology11020280,11,"Chu, Tah-Wei and Cheng, Chiu-Min and Cheng, Yu-Rong and Dong, Cheng-Di and Chuang, Chih-Hung and Pan, Chih-Hung and Sun, Wei-Ting and Ding, De-Sing",NA,english,"Simple Summary In recent years, studies have found that coral infectious diseases are gradually spreading. Ciliate disease poses a serious threat to corals, and infected corals will fester and die within a short period of time. Clove is a traditional Chinese medicine. In this study, Clove extract was used to evaluate the treatment of ciliate diseases to achieve safety and to reduce the stress response of corals. Studies have shown that 1500 ppm clove extract can effectively treat ciliate parasitism, and does not affect coral zooxanthellae, chlorophyll a, or stress response. This extract has been successfully applied to a Taiwan coral king coral farm, which will have great significance for large-scale coral aquaculture. In recent years, ciliate infections have caused serious casualties to corals in the ocean. Infected corals die within a short period of time, which not only poses a threat to wild coral reefs, but also has a major impact on large scale aquaculture of coral. Clove is a kind of Chinese medicine with antifungal, antibacterial, antiviral, insecticidal, and other functions. Clove is a natural product. If it can be used in the treatment of coral ciliates, it will reduce this threat to the environment. The clove extract was diluted with sterile seawater to 500 ppm, 1500 ppm, 2500 ppm, 5000 ppm, 7500 ppm, and 10,000 ppm to carry out virulence test on ciliates. The results show that the LC50 value is 1500 ppm, which can cause the death of ciliates in 10 min without causing significant changes in G. columna SOD, CAT, chlorophyll a, and zooxanthellae. In addition, observation of tissue slices revealed that no ciliates and vacuum were found in the G. columna tissue after 10 min of medicated bathing. In summary, 1500 ppm of clove extract can be used for the treatment of coral ciliates.",disease,scleractinian,single,goniopora_columna,NA,NA,NA,protozoans,NA,NA,NA,south,taiwan_coral_king_farm,NA,N,adult,short,laboratory,NA,clove; ciliate; Goniopora columna; antioxidant enzymes; treatment,further_research
Parasitic pathways and evaluation of non-specific parasitism of ciliate infected captive corals,2022,AQUACULTURE,10.1016/j.aquaculture.2022.738610,560,"Ding, De-Sing and Sun, Wei-Ting and Patel, Anil Kumar and Singhania, Reeta Rani and Pan, Chih-Hung and Dong, Cheng-Di",NA,english,"Coral disease is a serious challenge for thesurvival of both wild and farmed corals. Ciliate infection causes severe damage on the coral health. The present study is the first report on the non-specific infection potential of ciliate parasites on four kinds of corals. The ciliates were isolated from an infected coral, Euphyllia glabrescens and re-infected to various coral species (Acropora muricata, Goniopora columna, Lemnalia fiava, Heteroxenia pinnata). This study aims to bring insights on ciliate infection rate, specific characteristics of infections, and infection pathway of ciliate in corals. In addition, the study also assessed the nature of parasitization in multiple corals, which could be helpful for a significant risk assessment on large-scale coral aquaculture. The 18S rRNA ciliate gene identification results showed about 99\% sequence similarity with the Philaster lucinda found in Acropora coral. The purified ciliate was fed with 5 x 10(6) cell mL(-1) of zooxanthellae and could achieve good proliferation. The specific growth rate of the ciliates was increased after 18 h of infection in the E. glabrescens, reaching 828.33 +/- 26.10 cell mL(-1). Subsequently, the atrophy of coral polyps was observed after 12 h. After 24 h of infection, the coral began to die as the amount/number of zooxanthellae and chlorophyll a were significantly decreased. The coral suffered with 100\% mortality within 72 h of infection. The histological study revealed that ciliate parasitized to coral's endoderm while entering the coral coelenteron via its mouth. Tests of ciliate infection revealed that four types of cultured corals were infected by this ciliate and rapidly rot and die, which suggests its non-specific parasitism potential. Furthermore, this study confirmed their onset of infection on different corals simultaneously, which is an important aspect for future coral research, ensuring coral disease management and designing drugs for ciliate prevention.",disease,scleractinian,multiple,NA,NA,NA,acropora_muricata; goniopora_columna; lemnalia_fiava; heteroxenia_pinnata,protozoans,NA,NA,NA,south,taiwan_coral_king_farm,NA,N,adult,short,laboratory,NA,Ciliate; Coral; Non-specific parasitism; Parasitic pathway,further_research
Cembranolides and Related Constituents from the Soft Coral <i>Sarcophyton cinereum</i>,2022,MOLECULES,10.3390/molecules27061760,27,"Chao, Chih-Hua and Chen, Yi-Ju and Huang, Chiung-Yao and Chang, Fang-Rong and Dai, Chang-Feng and Sheu, Jyh-Horng",NA,english,"In an attempt to explore the bioactive metabolites of the soft coral Sarcophyton cinereum, three new cembranolides, cinerenolides A-C (1-3), and 16 known compounds were isolated and identified from the EtOAc extract. The structures of the new cembranolides were elucidated on the basis of spectroscopic analysis, and the NOE analysis of cinerenolide A (1) was performed with the assistance of the calculated lowest-energy molecular model. The relative configuration of cinerenolide C (3) was determined by the quantum chemical NMR calculation, followed by applying DP4+ analysis. In addition, the cytotoxic assays disclosed that some compounds exhibited moderate to potent activities in the proliferation of P388, DLD-1, HuCCT-1, and CCD966SK cell lines.",natural_products,octocoral,single,sarcophyton_cinereum,NA,NA,NA,NA,NA,NA,NA,offshore_island,xiaoliuqiu,NA,N,adult,undefined,laboratory,NA,Sarcophyton cinereum; cinerenolides A-D; cytotoxity; alpha;beta-unsaturated epsilon-lactone,NA
Impacts of microplastics on scleractinian corals nearshore Liuqiu Island southwestern Taiwan,2022,Environmental Pollution,10.1016/j.envpol.2022.119371,306,"Lim, Yee Cheng and Chen, Chiu-Wen and Cheng, Yu-Rong and Chen, Chih-Feng and Dong, Cheng-Di",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129260113&doi=10.1016%2fj.envpol.2022.119371&partnerID=40&md5=9b3f0ac727fbc2e8b5a802dd287b9a4b,english,"Seawater, sediments, and three genera of wild scleractinian corals were collected from four coral reef areas nearshore Liuqiu Island, southwestern Taiwan. Abundance, characteristics (sizes, colors, shapes, and polymer types), and enrichment of microplastics (MPs) in the corals, and their impacts on coral cover were determined. The average MPs abundances were 0.95, 0.77, and 0.36 item/g for Galaxea sp, Acropora spp, and Pocillopora sp, respectively. The MPs abundance was relatively higher on the coral surfaces than inside the skeletons, dominated by blue rayon-fibers, correspondingly observed in seawater and sediments. Large-size colorless MPs tended to be mis-ingested by Galaxea sp. (71%) compared with Pocillopora sp. (43%) and Acropora spp. (31%). The low hard coral cover (12.5%) observed at Yufu (L1) on the northeastern coastal zone nearby tourism center of Liuqiu Island where correspondingly associated with high MPs abundance in seawater (10 item/L), sediments (260 item/kg), and corals (0.60 item/g). Tourism induced sewage discharges and sailing activities significantly contributed to the MPs pollution, probably contributing to the loss of coral cover. High MPs enrichment in corals (EFMP = 25‚Äì283) shows that the marine MPs pollution can critically threaten coral reef ecosystems. Fibrous MPs present inside the coral skeleton serve as potential indicator of MPs‚Äô impact on corals‚Äîwith the dominance of textile-related rayon and polyester/PET microfibers in the coral reef zones. This study provided valuable information for coral conservation and coastal management. ¬© 2022 Elsevier Ltd",other_stressor,scleractinian,multiple,galaxea_sp,acropora_spp,pocillopora_spp,NA,NA,NA,NA,NA,offshore_island,xiaoliuqiu,NA,N,adult,undefined,mixed,NA,NA,NA
A First Insight Into the Heat-Induced Changes in Proteomic Profiles of the Coral Symbiotic Bacterium <i>Endozoicomonas montiporae</i>,2022,FRONTIERS IN MARINE SCIENCE,10.3389/fmars.2022.808132,9,"Chan, Ya-Fan and Chen, Chia-Yu and Lu, Chih-Ying and Tu, Yung-Chi and Tandon, Kshitij and Shikina, Shinya and Tang, Sen-Lin",NA,english,"Endozoicomonas, a core bacterial group in corals, may also be a coral symbiont. Endozoicomonas communities often decrease rapidly in corals under heat stress. However, how the bacteria respond to changes in temperature and coral host during heat stress is unknown. Here, we employed the cultivable, dominant species E. montiporae as a working organism to explore how Endozoicomonas responds to heat stress. We designed two experiments to clarify the extent to which E. montiporae is influenced by temperature and coral host. We detected differentially expressed protein (DEP) profiles in this bacterium at 31 and 33 degrees C compared to 25 degrees C by tandem mass tags-based quantitative proteome analysis. Fifty DEPs, including many heat shock proteins, were detected when the temperature changed. The expression of antioxidant defense proteins and key pyruvate synthase proteins decreased, suggesting that E. montiporae were in a physiology of stress at 33 degrees C. Furthermore, some proteins were differentially expressed because of the heat-stress-treated coral lysate specifically, suggesting that not only heat but also heat-induced host factors can affect the protein expression of the bacterium. This study provides an in-depth analysis of how the molecular mechanisms of Endozoicomonas are affected by heat stress and coral host.",holobiont,scleractinian,single,acropora_sp,NA,NA,NA,NA,NA,NA,NA,north,xinwu,NA,N,adult,mid,laboratory,NA,Endozoicomonas montiporae; differentially expressed proteins; heat stress; coral lysate; coral sy...,further_research
Culturing reef-building corals on a laboratory dish: a simple experimental platform for stony corals,2023,FRONTIERS IN MARINE SCIENCE,10.3389/fmars.2023.1149495,10,"Shikina, Shinya and Lin, Tzu-Chieh and Chu, Yu-Ling and Cheng, Yin-Chu and Chang, Yu-En and Wada, Naohisa and Tang, Sen-Lin and Iizuka, Yoshiyuki and Chiu, Yi-Ling",NA,english,"Development and maintenance of coral reef ecosystems rely on daily micro-biological activities of healthy corals. Although a comprehensive understanding of coral biological properties, as well as factors negatively affecting coral growth, are essential to conserve existing corals, the current lack of a tractable culture and experimental platform has delayed acquisition of such knowledge. Here we show a highly versatile culture system, ``coral-on-a-laboratory dish{''} (CLD), allowing long-term culturing of various corals in plastic/glass Petri dishes with maintenance of their biological properties. Under optimized conditions, coral microcolonies (similar to 5 mm x 5 mm fragments) of Pocillopora damicornis were cultured for several months in dishes with high survivorship and characteristic growth. These microcolonies maintained their biological properties, such as reproduction, skeleton formation, coral-algal symbiosis, ingestion, and digestion. Thus far, CLD has been used to maintain at least 4 other coral species from 4 other families, including the Acroporidae, the Pocilloporidae, the Poritidae, and the Merulinidae for more than 2 months with 100\% survivorship. CLD is applicable to a variety of biophysiological studies, including coral-algal symbiosis and impact assessment of marine pollutants, e.g., a sunscreen substance, oxybenzone, and an organic biocide, Irgarol 1051, at cellular-level resolution. The CLD platform, which allows easy and inexpensive coral maintenance in a laboratory incubator, represents a technological breakthrough that will greatly advance coral studies.",holobiont,scleractinian,multiple,NA,NA,NA,pocillopora_damicornis; stylophora_pistillata; acropora_tumida; porites_lobata; favites_pentagona,NA,NA,NA,NA,north,bitou_cape,NA,N,adult,long,laboratory,NA,stony corals; culture; laboratory dish; Petri dish; microcolony,NA
The influence of seawater temperature on the timing of coral spawning,2023,Coral Reefs,10.1007/s00338-023-02349-9,42,"Lin, Che-Hung and Nozawa, Yoko",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147183241&doi=10.1007%2fs00338-023-02349-9&partnerID=40&md5=745a27d4ac067cc625d53f2abbb72859,english,"We report the influence of seawater temperature on the timing of coral spawning for three time-scales; months, days, and hours for four scleractinian coral single (Acropora hyacinthus, Acropora gemmifera, Dipsastraea speciosa, and Favites pentagona). We monitored the timing of in situ coral spawning in Lyudao (Green Island), Taiwan from 2010 to 2020, at two sites (Gonggan and Dabaisha) that had an average seawater temperature difference of 0.1‚Äì2.1¬†¬?C due to upwelling. We also conducted a reciprocal transplantation experiment between the two sites using A. hyacinthus in March 2015 (1‚Äì2¬†months before the expected spawning). Results indicated consistent patterns among the four coral single. Annual spawning always occurred between April and June, when seawater temperature was rapidly rising and reached the monthly average between ~ 26‚Äì29¬†¬?C. Spawning days (days after full moon) were negatively correlated with average seawater temperatures over the 1¬†week prior to spawning, as were spawning hours with average seawater temperatures between sunset and spawning time. Spawning tended to occur on earlier days and hours at the warmer site (Dabaisha). Transplants of A. hyacinthus to the warmer site spawned in May, compared to those at the cooler site that spawned in June. Our results demonstrated the pervasive influence of temperature on the timing of coral spawning at three relevant time-scales. This can probably be attributed to temperature influencing the time course of various reproductive processes that operate on different time-scales; e.g., gametogenesis (months), the final gamete maturation (days), and the preparation of spawning (hours). ¬© 2023, The Author(s), under exclusive licence to International Coral Reef Society (ICRS).",reproduction,scleractinian,multiple,NA,NA,NA,acropora_hyacinthus; acropora_gemmifera; dipsastraea_speciosa; favites_pentagona,NA,NA,NA,NA,offshore_island,green_island,NA,N,adult,mid,field,NA,Scleractinian coral · Reproduction · Spawningtiming · Temperature · Acropora · Merulinid,NA
An External Coincidence Model for the Lunar Cycle Reveals Circadian Phase-Dependent Moonlight Effects on Coral Spawning,2023,Journal of Biological Rhythms,10.1177/07487304221135916,38,"Komoto, Hideyuki and Lin, Che-Hung and Nozawa, Yoko and Satake, Akiko",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143636524&doi=10.1177%2f07487304221135916&partnerID=40&md5=f2c23d44ce8e482394ee9790fe6b80a8,english,"Many marine organisms synchronously spawn at specific times to ensure the success of external fertilization in the ocean. Corals are famous examples of synchronized spawning at specific lunar phases, and two distinct spawning patterns have been observed in two dominant taxa: merulinid corals spawn at regular lunar phases, several days after the full moon, whereas Acropora corals spawn at more irregular lunar phases around the full moon. Although it has been suggested that the two coral taxa have different responses to moonlight and seawater temperature, their spawning times have never been analyzed by integrating the two environmental factors, resulting in an incomplete understanding of the regulatory mechanisms of spawning. In this study, we developed a new predictive model of coral spawning days by integrating moonlight and temperature effects based on the external coincidence model for the lunar cycle. We performed model fitting using a 10-year monitoring record of coral spawning time in Taiwan. Our model successfully demonstrated the synergistic effects of moonlight and temperature on coral spawning time (days) and provided two testable hypotheses to explain the different spawning patterns regarding the preparation (maturation) process for spawning and the sensitivity to moonlight at different circadian phases: (1) Acropora corals may have an earlier onset and longer period of preparation for spawning than merulinid corals; and (2) merulinid corals may use moonlight signals near sunset, while Acropora corals may have a similar onset at approximately midnight. This is the first study to indicate the difference in circadian phase-dependent moonlight sensitivities between coral taxa, providing a basis for underlying coral spawning mechanisms for rhythmic studies. ¬© 2022 The Author(s).",reproduction,scleractinian,multiple,NA,NA,NA,acropora_hyacinthus; acropora_gemmifera; favites_pentagona; dipsastraea_speciosa,NA,NA,NA,NA,offshore_island,green_island,NA,N,adult,mid,computational,NA,NA,further_research
A draft genome assembly of reef-building octocoral <i>Heliopora coerulea</i>,2023,SCIENTIFIC DATA,10.1038/s41597-023-02291-z,10,"Ip, Jack Chi-Ho and Ho, Ming-Hay and Chan, Benny K. K. and Qiu, Jian-Wen",https://www.nature.com/articles/s41597-023-02291-z#Abs1,english,"Coral reefs are under existential threat from climate change and anthropogenic impacts. Genomic studies have enhanced our knowledge of resilience and responses of some coral single to environmental stress, but reference genomes are lacking for many coral single. The blue coral Heliopora is the only reef-building octocoral genus and exhibits optimal growth at a temperature close to the bleaching threshold of scleractinian corals. Local and high-latitude expansions of Heliopora coerulea were reported in the last decade, but little is known about the molecular mechanisms underlying its thermal resistance. We generated a draft genome of H. coerulea with an assembled size of 429.9 Mb, scaffold N50 of 1.42 Mb and BUSCO completeness of 94.9\%. The genome contains 239.1 Mb repetitive sequences, 27,108 protein coding genes, 6,225 lncRNAs, and 79 miRNAs. This reference genome provides a valuable resource for in-depth studies on the adaptive mechanisms of corals under climate change and the evolution of skeleton in cnidarian.",taxonomy,octocoral,single,heliopora_coerulea,NA,NA,NA,NA,NA,NA,NA,offshore_island,green_island,NA,N,adult,undefined,laboratory,NA,NA,NA
"New Verticillene Diterpenoids, Eudesmane Sesquiterpenoids, and Hydroperoxysteroids from the Further Chemical Investigation of a Taiwanese Soft Coral <i>Cespitularia</i> sp.",2023,MOLECULES,10.3390/molecules28041521,28,"Fu, Chung-Wei and Lin, You-Cheng and Chiou, Shu-Fen and Chen, Shu-Li and Lin, Chi-Chien and Wang, Hui-Chun and Dai, Chang-Feng and Sheu, Jyh-Horng",NA,english,"An investigation of the chemical composition of a Formosan soft coral Cespitularia sp. led to the discovery of one new verticillene-type diterpenoid, cespitulactam M (1); one new eudesmane sesquiterpenoid, cespilamide F (2); and three new hydroperoxysteroids (3-5) along with twelve known analogous metabolites (6-17). In addition, one new derivative, cespitulactam M-6,2 `-diacetate (1a), was prepared from compound 1. The structures were determined by detailed spectroscopic analyses, particularly HRESIMS and NMR techniques. Moreover, the in vitro cytotoxicity, anti-inflammatory, and antibacterial activity of 1-17 and 1a were evaluated.",natural_products,octocoral,single,cespitularia_sp,NA,NA,NA,NA,NA,NA,NA,offshore_island,green_island,NA,N,adult,undefined,laboratory,steroid,Cespitularia sp; verticillene diterpenoids; eudesmane sesquiterpenoids; hydroperoxysteroids,NA
"Paraflexinols A-G, rare flexibilane-based diterpenoids from the soft coral Paralemnalia thyrsoides",2023,TETRAHEDRON,10.1016/j.tet.2023.133561,143,"Huang, Ho-Cheng and Ahmed, Atallah F. and Dai, Chang-Feng and Sheu, Jyh-Horng",https://www.sciencedirect.com/science/article/pii/S0040402023003630?casa_token=WxkFXbhu4wQAAAAA:3VZTuzGuzZWk0lttEvhfua-x1_ubi7aZ_gVzPb2BrxF8g3TEp3Lj8rqaUUvDfKvcL2FfNBJ3Re49,english,"Seven undescribed diterpenoids paraflexinols A-G (1-7), possessing a fifteen-membered macrocyclic ring, have been isolated from the ethyl acetate extract of the soft coral Paralemnalia thyrosides. The structures of 1-7 have been established by the detailed spectroscopic analysis, including 2D NMR spectroscopy, while their absolute configurations were determined using a modified Mosher's method for 1-3, 6, and 7. For over four decades after the first discovery of the ancestor of these compounds flexibilene (8) from the soft coral Sinularia flexibilis until the current report, no flexibilane-based diterpenoids had been isolated or identified. This study provides detailed NMR data for metabolites of this type for the first time.",natural_products,octocoral,single,paralemnalia_thyrsoides,NA,NA,NA,NA,NA,NA,NA,offshore_island,green_island,NA,N,adult,undefined,laboratory,NA,Paralemnalia thyrsoides; Paraflexinols; Flexibilane-derived diterpenoids,NA
Chemical Constituents from Soft Coral Clavularia spp. Demonstrate Antiproliferative Effects on Oral Cancer Cells,2023,MARINE DRUGS,10.3390/md21100529,21,"Cheng, Ming-Ya and Chuang, Ya-Ting and Chang, Hsueh-Wei and Lin, Zheng-Yu and Chen, Ching-Yeu and Cheng, Yuan-Bin",https://www.mdpi.com/1660-3397/21/10/529,english,"Five new eudensamane-type sesquiterpene lactones, clasamanes A-E (1-5), three new dolabellane-type diterpenes, clabellanes A-C (6-8), and fifteen known compounds (9-23) were isolated from the ethanolic extract of Taiwanese soft coral Clavularia spp. The structures of all undescribed components (1-8) were determined by analysis of IR, mass, NMR, and UV spectroscopic data. The absolute configuration of new compounds was determined by using circular dichroism and DP4+ calculations. The cytotoxic activities of all isolated marine natural products were evaluated. Compound 7 showed a significant cytotoxic effect against oral cancer cell line (Ca9-22) with an IC50 value of 7.26 +/- 0.17 mu g/mL.",natural_products,octocoral,multiple,clavularia_inflata,clavularia_spp,NA,NA,NA,NA,NA,NA,offshore_island,green_island,NA,N,adult,undefined,laboratory,cancer; cytotoxicity,eudensamane-type sesquiterpene lactone; dolabellane; Clavularia spp.; cytotoxicity,NA
